No,住所,データ整理特筆事項,ファイル名
1701,沖縄県那覇市,0,47201
1702,沖縄県宜野湾市,0,47205
1703,沖縄県石垣市,0,47207
1704,沖縄県浦添市,0,47208
1705,沖縄県名護市,0,47209
1706,沖縄県糸満市,0,47210
1707,沖縄県沖縄市,0,47211
1708,沖縄県豊見城市,0,47212
1709,沖縄県うるま市,0,47213
1710,沖縄県宮古島市,0,47214
1711,沖縄県南城市,0,47215
1712,沖縄県国頭村,0,47301
1713,沖縄県大宜味村,0,47302
1714,沖縄県東村,0,47303
1715,沖縄県今帰仁村,0,47306
1716,沖縄県本部町,0,47308
1717,沖縄県恩納村,0,47311
1718,沖縄県宜野座村,0,47313
1719,沖縄県金武町,0,47314
1720,沖縄県伊江村,未提出,47315
1721,沖縄県読谷村,0,47324
1722,沖縄県嘉手納町,0,47325
1723,沖縄県北谷町,0,47326
1724,沖縄県北中城村,0,47327
1725,沖縄県中城村,未提出,47328
1726,沖縄県西原町,未提出,47329
1727,沖縄県与那原町,0,47348
1728,沖縄県南風原町,未提出,47350
1729,沖縄県渡嘉敷村,未提出,47353
1730,沖縄県座間味村,未提出,47354
1731,沖縄県粟国村,0,47355
1732,沖縄県渡名喜村,0,47356
1733,沖縄県南大東村,未提出,47357
1734,沖縄県北大東村,未提出,47358
1735,沖縄県伊平屋村,未提出,47359
1736,沖縄県伊是名村,未提出,47360
1737,沖縄県久米島町,0,47361
1738,沖縄県八重瀬町,0,47362
1739,沖縄県多良間村,0,47375
1740,沖縄県竹富町,未提出,47381
1741,沖縄県与那国町,0,47382
